1,O11Sr3Te4,0
189,Ba1Cl2,0
216,In1La1Pt4,1
62,In1K1O6Te2,0
129,O1Te1Th1,0
4,Ba3P4Sn2,0
148,In1Mo6S8,1
227,Mg2O4Sn1,0
63,Ag1S3Ta1,1
221,Ba3O1Pb1,1
167,Au1K3Se2,0
88,Li1Si1,0
142,Cs1Pb1,0
127,Au1Bi5Na2O11,0
19,As1Na2Te2,0
63,Au1Cs1Se3U1,0
15,Te3Tl2,0
181,Si2Ta1,1
194,Pa1Pt3,1
140,Ba6S14Zn6Zr1,0
62,Ca2Ge1S4,0
198,Mo1Na2O6Se1,0
72,O2Si1,0
62,La4N2Te3,0
160,Bi2O3,0
19,Ag1Rb1Se4,0
136,Ga3Re1,0
63,Ba1Bi1I1O2,0
64,O4W1Zn1,0
25,Ca1Mo1O6Sr2,0
225,I1K1,0
225,F6Rb2Si1,0
164,C2Na2Pt1,0
137,As2Cd3,1
15,Cs2Re3Se6,0
129,S1Zr1,0
15,Rb1Te6,1
63,Au1Ca1,1
150,As2O14Pb3Te1Zn3,0
166,S1Ti1,1
193,Ge1Pb3Zr5,1
51,Au1Rb1Te1,0
194,S1Ti1,1
227,Bi1F4K1,1
63,Mo9Se11,1
115,F2O1Pb2,0
62,Ca1Li1N1,0
164,Cs2F6Na1Ti1,1
143,C3N4,0
220,C3Lu2,1
62,Mo3Sc2Si4,0
187,Al1Ca1Si1,1
139,Al2La1Zn2,1
62,Si1Ti1,1
197,Al6O16Sr4W1,0
174,Ga1Se1,0
64,C1I14Zr6,0
123,Ga1P1Pd5,1
194,C1In1Nb2,1
122,Ge1Mg1P2,0
63,La3O7Sb1,0
62,Al1Pt2,1
227,Al2Sc1,1
166,Ga1P1,1
11,Al1Au1,1
191,N3Ta2Ti1,1
225,Cs2I6Po1,0
139,Li3O4U1,1
166,La1O12Sb5,0
127,Lu2Pb1Pd2,1
225,Li2Te1,0
225,Cl1Na1,0
122,Na1Se2,0
63,Ca4P5Pd5,1
216,Mg1Se1,0
221,Ba1Cd1,1
15,Te1Tl2,0
160,As4Pb9S15,0
167,Cl9Cs3Lu2,0
225,C1Ge1,0
113,Ba2Mg1O7Si2,0
230,Al2Cd3O12Si3,0
221,As1Y1,1
60,Ba1Cl4Zn1,0
221,Al1C1Pt3,1
187,Li1P1Sr1,0
227,O3Sb2,0
62,Al1O3Y1,0
62,Ge2In1Li1Sr2,1
164,As2Mg3,0
62,O4S1Sn1,0
230,Ga3Na3O12Te2,0
182,I1O6Rb1Sn1,0
14,C2Cd1O4,1
193,P3Ti5,1
148,Ba2Bi1Lu1O6,0
136,In1Pt2U2,1
136,U1,1
29,K4Nb2S11,0
164,Cl2N1Sc2,1
139,N2Te1U2,1
221,In1N1Ti3,1
62,Ca1Se5U2,1
193,Pb3Si1Zr5,1
221,La1Pt3,1
63,La1Pt1,1
194,O1,1
191,Si1,1
166,In1Na1Se2,0
136,Cd4Pt2Sr1,1
14,F1Ga1O3Te1,1
164,Ca1Mg2Sb2,0
194,Cs1I3Ti1,1
16,Al1P1S4,0
221,O1Zn1,0
166,Nb6Zn7,1
141,K1,1
221,Lu1Tl3,1
199,Pb2Pd3S2,0
140,Ba3Cl1In1Se4,0
110,As2Zn3,0
130,Ba5Si3,1
227,As2He1O3,0
114,Na3P1S4,0
63,Ba1Pd1Sb2,1
161,Cs1F3Pb1,0
194,Cd58Y13,1
6,Mo8P5,1
227,Al2Y1,1
221,F3Hg1Rb1,0
225,Al1F6K2Li1,0
61,Pt1Si1Te1,0
141,N1Ti2,1
130,Ge3La5,1
57,Cl6Te6Zr1,0
221,Cd1F3Rb1,0
51,Br11Nb4Rb1,0
227,Ca2Nb2O7,0
194,C1Cd1Ti2,1
189,Au7Ga2,1
63,Ba3Sn5,1
139,P1Te1U1,1
62,Hg3Sr1,0
193,Cl3Zr1,1
221,As1Th1,1
113,Be2Ge1O7Y2,0
166,B4C1,0
186,N1Zr1,1
194,Au2K1,1
176,B1Cl3,0
193,S1Sb3Zr5,1
188,Ge3Nb1O9Rb1,0
223,Mo3Si1,1
148,F6Li1Nb1,0
63,Ba1Si1,1
198,Pt1Sb1Se1,1
55,K1Nb8O14,1
140,In1Rb1Te2,0
88,Mo1O4Pb1,0
148,I3In1O9,0
62,Br2Pb1,0
141,Cs1,1
186,Ga1Se1,0
148,Cd1Ge1O3,0
160,Be3N2,0
166,O3Rb2Sn2,0
136,Mo1O2,0
62,Ba2Sn1Te5,0
141,Ge2La1,1
217,S4Ta1Tl3,0
221,Hg1Ti3,1
176,K1Mo3S3,1
62,Ga2Mo1O10Te2,0
62,Cl1Li1O4,0
62,Mo1Rb2S4,0
33,F5K1Na1Nb1O1,0
229,Ti1,1
189,Rb1S1,0
63,Ge2Na2Se5,0
221,Sn1Te1,1
52,As4Ga3K3,0
139,O4Rb2U1,0
148,Ge1O4Zn2,0
193,As1Sb3Zr5,1
225,In7Sr11,1
199,In2O3,0
167,Cl9Cs3Tl2,0
223,Sb1Ti3,1
129,Si1Ti1Y1,1
194,Pb1,1
225,Ba1,1
229,As7Re3,1
11,Hf1Te3,0
225,La1Sb1,1
87,Cd1O6Sr2W1,0
194,Li3Sb1,0
194,Au1La1Sb1,1
63,Bi1Zr1,1
216,Ge1Ti3,1
33,As1Be1Cs1O4,0
127,O3Re1,1
62,O14Rb3Ta5,0
198,Cs2Mg2O12W3,0
55,Pt7Sc4Si2,0
167,F3In1,0
57,F9Sb1Sn3,0
15,K2O7Se2,0
139,Lu1Pb2,1
129,Ba1N2Zr1,0
137,Ca1O3Si1,0
70,Na2O3Pt1,0
66,In2Sr1Te4,0
176,Li5Mo15S19,1
225,O1Zn1,0
128,Cl6K2Sn1,0
62,Ge3Pt2,1
63,Li2O4S1,0
63,Ca1O4S1,0
14,Br1In1Te1,0
194,Ag1O2Y1,0
127,Al1F4Rb1,0
62,La1O3Pd1,1
84,P2S6Zr1,0
63,Pb2Y1,1
62,P3Ti5,1
11,As1Cs2Na1O4,0
123,Pb1Pt5Si1,1
62,Ga1Pd1Y1,1
150,F6Ge1Li2,0
166,K1Pt2S3,0
140,Ga3Ta5,1
126,Cd16K3,1
87,Br5Hg6Se4Tl1,0
176,Nb1Se2,1
225,F6K3Mo1,1
50,C1,1
14,O3Pb2,1
64,K3Na2P3Sn1,0
150,F6Na2Pt1,0
176,Ge6Na4O15Sr1,0
43,Cl2O6Sr1,0
204,C1,0
63,N3Ta1Th1,1
129,Bi1La1O1Se2,0
227,Ba21O5Si2,1
71,K1Se6U2,1
55,As2Ge1,0
19,Cs11O3Rb7,0
54,Cl1F8Nb1,0
129,Bi1I1O3Te1,1
69,Cs2Pt3Se6U1,1
227,Be2Ti1,0
62,Ca1In1Pt1,1
62,Ba1S3U1,0
62,Ag2Ba1Te2,0
167,Al5Mo1,1
120,Ag1As1F10Xe2,0
6,Cs1I4Li3,0
226,Rb1Zn13,1
122,Be1P2Si1,0
225,As1U1,1
213,Si2Sr1,0
62,Bi1F3,0
164,As2Mg2Sr1,0
193,B1Ge3Nb5,1
194,Ca1Li2,1
225,Bi1Se1,1
221,Mg1Sr1,1
58,Al2C3Th2,1
51,Cs1Te5Ti1U1,1
193,Ca10Pt7Si3,1
62,As1Ba1K1O4,0
194,Ca1Cd2,1
31,As4K7Nb1,0
223,Ba4Ge20Pt3,1
62,P3Ta5,0
166,Li1S2Ti1,1
62,Li2O7S2,0
72,As2Ba2Zn1,0
229,In7Pd3,1
216,Ag1Li2Pb1,1
129,Bi1Ca1K1,0
220,Al1O9P3,0
11,O3Pb1Se1,0
194,Hg3U1,0
166,Sb16Te3,1
194,N2Ta1,1
63,Ge2La1Pt1,1
14,Ba1Be1La2O5,0
225,Li2N1Na1,0
71,Rb1Se6Th2,1
4,P2Sb1Se6Tl1,0
216,Ba3In2O11Zn5,0
167,Cl9Cs3Sc2,0
55,Hf1Re1Si2,1
19,Cd1Cs2Se8Sn3,0
225,O6Sr2Ta1Y1,0
63,Cs2Pd1Sb2,0
62,F9K1U2,0
54,Bi1Ga1O3,0
36,Ca3O7Ti2,0
63,Cd1Cs1Se3Y1,0
214,Br3La3Si1,1
62,La1Pt1Sn1,1
63,U1,1
173,Cs2I4O11,0
88,O4Si1Ti1,0
190,Al1Hf1Pt1,1
216,Au1Pt4U1,1
63,Au1Bi1K2,0
55,Ca5In2Sb6,0
148,Cl6W1,0
194,C1In1Ta2,1
216,Al1Li2Pt1,1
225,C1Si1,0
117,Pd1Rb2Se16,0
33,La1Lu1S3,0
62,Ge1Zr1,1
140,Au1F4K1,0
139,F4Mg1Rb2,0
19,Ba1N2O4,0
166,K1Lu1S2,0
57,As1O2Rb1,0
19,P7Th1,1
19,C2O2Tl1,0
140,Ag1F3Rb1,1
225,F6Mo1Na1,1
160,B3Be3F4Na1O9Sr3,0
191,N3Ta2Zr1,1
71,N2Re1,1
148,O12Te1Y6,0
62,I3Pb1Rb1,0
51,K2S1,0
216,Ag1O1,1
123,Ba1O3Ti1,0
224,Ag2O3,1
225,In1Sb1,1
11,N2Re1,1
141,Sc1Sn2,1
141,Ge1Li1,1
167,O3Te1,0
155,Al1F3,0
166,In3Te4,1
164,C6K2N6Pt1S6,1
193,Nb5P1Si3,1
185,As1Cs3,0
62,Cl4Cs2Mg1,0
121,C1K4O4,0
113,O7Si2Sr2Zn1,0
194,Ca1,1
194,Ca1Pb1Zn1,1
63,Cd2Pd1Sr1,1
189,Pt1Sb2Zr6,1
194,Al1N1,0
191,Si2Th1,1
63,Br3Ca1In1,0
140,Au1Tl2,1
165,F30Ga1Na3U6,1
194,N1,1
216,Al1Ge1Li1,0
225,Lu1Te1,1
62,Al1As3Ca3,0
167,Cl9Cs3Y2,0
13,I3Nb1Te1,1
221,Au1Zn1,1
122,Na1S2,0
63,N1O2Si1Y1,0
36,Na2Pd1S2,0
164,Hg7Rb2,1
224,Mg3P2,0
140,Ga2Sc3,1
88,Au2O4Sr1,0
85,Hf5Sb9,1
216,As1Li1Mg1,0
63,Ag1Ba1Se3Y1,0
140,Sn1Te3Tl4,0
122,Cd1Ge1P2,0
215,In5Ti8,0
79,Br1Cl14P3,0
62,As1Rb3Se4,0
129,Cd3O5Si1,0
62,F2S3Sn1Sr2,0
189,Lu8Te1,1
186,Ga1Sb1,1
87,I12K4O1Ti4,0
62,F7Nb1O1Se1,0
164,Ba3O9Sr1Ta2,0
70,Ba1Cl2O8,0
189,Nb1Re1Si1,1
63,I3La1,0
33,Nb1O4Sb1,0
187,Al5Ba5Pb1,1
63,C1,0
173,Al5W1,1
12,C2I7Y6,1
227,Al1Mg3Pt2,1
205,Mg1Se2,0
225,Ca3Tl1,1
12,Cl1Zr1,1
15,Rb4Te16Zr3,0
62,Pt4Sr5,1
221,Cd1Sr1,1
216,N1Pt1,1
36,Ge2N2O1,0
140,S1Tl1,0
71,Al2Ca3Ge2,1
63,Ca1Pd1Sn2,1
148,Li6O6U1,0
141,Si1,1
225,O6Sb1Sr2Y1,0
55,Ca1Ge2O5,0
92,Si4Zr5,0
225,Cl6Rb2W1,1
25,Cd1O6Sr2W1,0
217,Bi1Na3O3,0
14,Cl2O5Sb4,1
136,B1N1,0
225,Mg23Th6,1
14,Au1Ga2,1
187,P1Pt1Y1,1
225,Hf1O2,0
15,Ga1La2N3,0
63,O7Sb1Y3,0
62,Hf1S5Y2,0
166,F6Ga1Li1Rb2,0
64,F3Na2O4S1Sb1,0
137,Ge1S2,0
155,B1Be2Cs1F2O3,0
229,Na1,1
62,Ge1Se1,0
61,Br4Cs1Re1,0
136,Be1O1,0
160,Li5Na1Sn4,0
129,Ag1Mg1Sb1,1
164,O2P1Ti3,1
225,N1Re1,1
107,P2U1,0
189,In1Pt1Th1,1
225,Hg1Li3,1
62,Ca1Pb1Pd1,1
198,As4Br6Hg6Sn1,0
11,Mo2O9Zn3,0
74,La1Zn2,1
156,I7Nb3Te1,0
15,Na2O6Si2Zn1,0
166,Be17Zr2,1
58,Au8Sn3Sr3,1
166,Cl1Zr1,1
140,Ag3Ca5,1
216,Li1N1Zn1,0
63,Ba1In1,1
63,Mg2Pd1Sr1,1
62,O2Sr1Zn1,0
113,Li6O7Si2,0
128,Br6Te1Tl2,0
152,Al1As1O4,0
167,K2Mo15S19,1
139,Ca2Ge1O4,0
166,K1La1S2,0
205,As4Cl7Hg6Ti1,1
148,I3O9Sc1,0
5,Nb1S2,1
25,Ag3Sb1,0
11,Cd1Cs2I4,0
127,Na1O3Ta1,0
82,Ag1K1O1,0
58,B1,0
29,Cs4S11Ta2,0
167,Cl9In5,0
225,Ga4In3Sr11,1
141,Li1O2Ti1,1
213,Ba6Si25,1
225,Br6Cs2Pt1,0
58,Sb2Zr1,0
63,B1C3Lu3,0
139,Ba1Ge2Mg2,1
62,As1Cd3Cl3,0
206,Cd3N2,1
62,Pd1Sb7Zr3,1
33,Cl4Rb2Zn1,0
141,F2Na2O8Si1U2,0
139,Al4Ca1,1
62,Cd1Cl3K1,0
109,As1Nb1,0
225,Ag1Br1,0
60,Se5Th2,0
72,Hg2O3Se1,0
138,Cl1Li1O2,0
194,Ga1N1Ti2,1
160,Br1K1O3,0
129,Te2U1,1
157,As5Cs3O9,0
187,Li1Pd1,1
141,Ag1Li1,1
63,Al1Ge1Lu1,1
62,Cl5Cs3Hg1,0
127,In1Pd2Y2,1
123,Nb3O10Rb1Sr2,0
5,In1K1P2S7,0
70,Nb2O10Ti1U1,0
193,Sb3Y5,1
88,Cl4K1Tl1,0
194,Au1Ba1P1,1
225,O2U1,1
223,Na1O4Pt3,1
130,Au1Bi2O5,1
52,Ga2N4Sr3,0
59,F4K1Sb1,0
115,Cs1I3Li2,0
147,Ge2K2O7Pb2,0
161,Ge1O3Zn1,0
62,K3Li3O6Te1,0
187,Au4In6K1,1
139,Au1Hf2,1
225,Ge1Te1,0
63,Hf1Pd1,1
11,Cs2Hg1I4,0
1,Ba1F12Sb2,0
64,Ag1Cs2F4,1
193,Al3Hf5,1
63,O5Ti3,0
167,O6Pd1Sr4,0
5,C1Na4O4,0
62,N3Ta1Th1,0
225,F6Na1Rb2Ti1,1
71,Br6Na1O2W2,1
15,In1S2Tl1,0
15,Li2O3Ti1,0
12,Nb2Pd1S6,1
57,Cs1P7,0
109,As1Ta1,0
194,Pt2Sn1U1,1
148,Pd2Y3,1
221,B1In1Sc3,1
216,B1Bi1,1
194,Rb1Te2Y1,0
11,As4S5,0
33,C4N4Pb1S4Zn1,0
129,Ag1Br1O1Pb1,0
140,Ba11In6O3,1
62,Cd1Cs2I4,0
129,Ba2O1Te1,0
194,O2Rb1Sc1,0
88,F4Li1Y1,0
215,C3N2,0
57,O5Te1U1,0
216,Cl1Cs1O4,0
221,Hg11Rb1,1
221,Tl1Y1,1
147,As6Bi1K3Se12,0
15,S1Ta6,1
139,S1Si1Th1,0
225,Ca1S1,0
193,C1La5Pb3,1
225,S1Y1,1
96,P2Zn1,0
194,I1O1Rb3,0
33,F5K2Y1,0
166,As2Ca1Ga2,1
167,Mo15Se19Tl2,1
191,Au1B2,1
71,Ba2Bi3,1
221,Ca1F3Li1,0
185,F3U1,1
166,F1La1O1,0
193,La5Pb3S1,1
63,Bi1I1O2Sr1,0
223,Au3Ba4Ge20,1
14,Ag2O3S1,0
19,F10I1N3O3,0
15,Mo1P4,1
164,As4Ge1Te7,1
62,S5Sb2Sn2,0
216,Al1As1,0
62,Li1Na1Se1,0
166,F2O2U1,0
92,I8Pt3,0
51,Ga1Pt2,1
82,Ga2Hg1Se4,0
62,As4K6Nb1Tl1,0
148,Pd4Th3,1
194,N1Re1,1
218,Be1Cl2,0
225,N1Pd3,1
216,In1N1,1
194,Ba1,0
127,Ca2Ge2Sn1,1
62,Ca3In1P3,0
159,Br3Cl4Cs1W3,0
198,Bi1K2Rb1Se3,0
62,Cd1Na1Sb1,1
205,C1,0
62,K1N1O3,0
33,C5N1O4Re1,0
227,Al2Ba1,1
140,Mg2Pt1,1
189,Ge1Li1Y1,1
127,B2Mo2Nb1,1
194,K1Sn2,1
140,Br4Ga5La10,1
36,Li2O3Si1,0
62,Ga1Th1,0
227,Al2Ca1,0
136,O2Si1,0
221,C1Th1,1
62,P1Rb3S4,0
155,B1Be2F2K1O3,0
160,Br1Cs1O3,0
139,Ga4Ti2Zr1,1
150,Ga3Nb1O14Si2Sr3,0
164,Mo2O8Sc1Tl1,0
63,Ge3Y1,1
63,Tl5Y3,1
140,Au3Ca5,1
61,Au3Ca7,0
26,Ca1P1Pt1,0
164,Se2Ta1,1
186,K6Mg1O4,0
221,Re1Ti1,1
216,C1Ta1,1
189,P1Ti2,1
227,Ag1Be2,1
221,Pb1Ti1,1
193,La5Pb3,1
57,Au1Cs2P1S4,0
19,As1Na1O9W2,0
216,Be1Po1,0
82,C1F2N1O2P1,0
62,Li1Sb1Sr1,0
59,Ba1O9Ti4,0
31,C6Cs3N6Na1Re6Se8,0
122,C2Hg1N2,0
129,Cs1Na1Te1,0
166,O1P1Y1Zn1,0
72,Cs2Hg3Se4,0
62,Ge4Nb3Y2,1
62,Be1F4Na2,0
216,Li1Mg1Pd1Sn1,1
166,Be17Ta2,1
166,As3Cd4Na1,1
194,Ba6O17Ti4Y2,0
62,Cl1O3Sb1Te1,0
129,S1Si1Zr1,1
161,Na1Nb1O3,0
62,Cs1I3Sn1,0
173,Cl14Sn2W3,0
129,Au1Ti1,1
129,P1Se1Th1,1
225,Cs1,1
148,P13Re6,1
193,La3Sb5Zr1,1
166,Ag1Lu1O2,0
5,Ga2Ge3O10Rb2,0
216,C1Sc1,1
74,Hf1O3Sr1,0
189,In1Pd1U1,1
60,Li2O5Si2,0
148,I3Y1,0
220,C3N4,1
225,F6Na1Rb2Y1,0
62,Au1La1,1
64,Cl2Mo1,0
62,Ca1S4Y2,0
62,Br7P1,0
62,Br3Cd1Tl1,0
139,Ag1O1Rb1,0
194,B1Li1,1
63,Bi1O4Re1,0
139,C2Lu1,1
62,Se2Th1,0
216,Cl1O4Tl1,0
33,I11Nb6,1
129,Ag1Cl2Cs1,0
15,Na2O12Te4W1,0
193,Lu5Tl3,1
194,Pt2Si3,1
189,Hg1La1Pd1,1
187,Al1Ge1Sr1,1
160,Cs1Ge1I3,0
148,B1I12Zr6,1
140,Ba5Pb3,1
160,Cl2Zr1,0
186,Au1La1Sn1,1
221,F3Mo1,1
194,Sr1Zn2,1
194,Ti1,1
156,Sb2Te3,0
55,Al5Na1O12Ti2,0
11,Bi8Cs2Se13,0
55,Nb8O14Sr1,0
74,Au5K3Pb1,0
146,F3Mo1Na3O3,0
62,Nb1O3Sr1,1
29,F16Pd1Xe2,0
155,Hg1Mg3,1
186,As1Br1Hg3Se4,0
14,Ga1I3,0
194,As2Au1K5,0
225,Mo1P1,1
61,O2Sn1,0
11,In5S6Tl1,0
64,As1Hg4I5,0
72,Al1K2Na1P2,0
225,Ga2Pt1,1
194,B1Re4Zr9,1
205,Mg1O2,0
62,Cs2Ga1Sb2,0
194,Te1Zr1,1
141,Al2Ti1,1
5,Al1As2Li1O7,0
225,Cl6Cs2Li1Lu1,0
225,Br6Cs2Sn1,0
191,N1Ta1,1
129,Au2Sn2Sr1,1
121,Ag1Cl1O4,0
206,Bi2O3,0
148,Cl12Re1Te2,1
88,Cl2Tl1,0
33,In1Li1S2,0
221,Ge1Nb3,1
186,B1P1,0
15,Se3Tl2,0
62,Lu5Pt4,1
201,K1O3Sb1,0
55,La2S5Sn1,0
62,I5Ta1,0
62,Br4Ga1Na1,0
136,Bi1Li3O4,0
198,Cl1F3Sn2,0
189,Ag1Ge1Sc1,1
82,Al2Te4Zn1,0
160,Br3Cs1Ge1,0
62,Rb3Sb1Se4,0
61,As1Zn1,0
194,Mo1Te2,0
55,B4Mo1U1,1
62,Ge1Lu1Pd2,1
166,Na1,1
189,Ca1P1,0
176,As1Nb3Te3,1
194,In1Pt2U1,1
221,N4W3,1
193,As1Pb3Zr5,1
225,Ga1N1,0
139,As1Ba2,1
82,Cl4Re1Te2,0
29,Ba2N5O10Tl1,0
62,As1K3Se4,0
159,O12Rb2Te1W3,0
169,Al1In1Se3,0
140,Sr1,1
11,Br3Ga1Li1,0
167,Na1Nb1O6Sr3,0
62,Ag1F3K1,1
60,Na3P11,0
14,Ag2Te1,1
221,Hf1O3Pb1,0
194,K1Pb2,1
127,Ge2Lu2Mg1,1
62,Mo1O4Rb2,0
11,Bi2In4S9,0
130,Al1Mg4Si3,1
227,B2Sc1,1
221,O3Sr1Zr1,0
205,P2Pt1,0
62,Ag1I3Rb2,0
64,Br8W3,1
225,Al2Pt1,1
62,Pd1Si1U1,0
116,F3Pb1,0
71,Ca2Cd1Pd2,1
56,Cl6Se4Zr1,0
71,Y3Zn11,1
40,Br1Cl3Cs1Re1,0
62,Ge1S3Ti1,0
225,In2Pt1,1
64,Rb1,1
194,B5W2,1
160,Ga1Mo4S8,1
225,Br6Cs2Po1,0
162,Ba1O6Sb2,0
164,As2La1Li3,0
11,Mo1O3,0
186,La1Mo2O5,0
12,As4Zr7,1
74,Ba1Hg2,1
136,Au2Sc2Sn1,1
140,Ba1La2O5Zn1,0
164,Br2Ti1,0
91,Ag3O4Sb1,0
194,Sn5Ti6,1
229,O4Pt3,1
62,Ag1Te1,0
58,B2Mg3O6,0
155,Al2Ba1O7Sb2,0
62,I4Li2Zn1,0
51,Br11Cs1Nb4,0
160,C3N4,0
62,O4Rb2Se1,0
225,Al1F6K3,0
139,Ba1In4,1
19,B2Ba3N4,0
11,Ba1O10Sc2Si3,0
214,Ca3O12Te2Zn3,0
62,Sn1Te1,0
64,K1O1,0
62,F6Mo1,0
62,Mg2Se4Sn1,0
62,La2O2S3Sn1,0
19,Cl4Ga1Na1,0
127,Ba1Cl2Hg2O2,0
216,Bi1Pd1Y1,1
84,Cs3I6La1,0
82,In1P1S4,0
142,Pb1Rb1,0
139,Ag2Ca1Ge2,1
206,O8Te3Zr1,0
225,O1Pt1,1
230,Al2F12Li3Na3,0
139,Hf2Tl1,1
62,Ge1Pt1,1
62,Bi3Y5,1
220,N4Zr3,1
174,Al3Zr4,1
61,O3Te1Zn1,0
128,Pd4Rb2Se17U6,1
155,Al2B2Ba1O7,0
36,Na2Pd1Se2,0
114,Na4Se4Sn1,0
59,C1Ca1O3,0
146,Nb2O6Pb1,0
227,Pt2Sr1,1
221,In1Lu3N1,1
63,B1F4Na1,0
139,F4Nb1,1
62,O5P2,0
19,B2O7Se2,0
194,Po1Zr1,0
136,Ba1Hg2Tl2,1
190,I2K9Li3O13,0
122,O2Si1,0
62,Pd2Si1Y1,1
60,C1W2,1
160,Cl3Cs1Ge1,0
72,Pb5Sc6,1
225,F6K2Mo1Na1,1
62,K1,0
221,Po1,1
223,Na1O4Pd3,1
225,Lu1Pd2Sn1,1
11,Ba1Na1O7Sc1Si2,0
44,Ba1N8O1Si6,0
51,Au1Ti1,1
189,Ag1Pb1Y1,1
4,F21Rb5Zr4,0
187,B1N1,0
194,Cs2O4S1,0
166,Pt3Te4,1
221,Au1Ti3,1
185,N1Na3,0
225,Li1Mg2Si1,1
176,Mo3Rb1S3,1
176,Ca1Mg2O12S3,0
189,F6K2Th1,0
193,Cl3Ti1,1
15,O5Pb2Te1,0
62,Pd1Si1Ti1,1
166,Li5Na2Sn4,1
74,O3Sn1Sr1,0
69,Si2Ti1,1
148,Ba2O6Sr1W1,0
139,La2Sb1,1
221,Cs1F3Pb1,0
216,Cl1K1O4,0
166,Be3Nb1,1
166,O1,0
189,Cd1La1Pd1,1
198,Cs1F7Xe1,0
62,Br5Rb3Zn1,0
129,Ba1Sn2Zn2,1
57,Ba1F5Sb1,0
194,In1Mo1S2,1
56,O3Sb2,0
99,Hf1O3Sr1,0
194,S2Sc1Tl1,0
165,Ge3O9Rb2Ti1,0
205,As2Br3Cd4,0
122,In1Li1Te2,0
193,C1Ge3Lu5,1
167,Ag1O3Ta1,0
62,Al1B1Mg1O4,0
221,Be1Ti1,1
190,Pt1Sc1Sn1,1
58,C3Mg2,0
62,Cl2Sn1,0
157,Al40Ba21,1
166,Ca1Si2,1
62,Pt1Y2,1
20,Ba1Nb2O6,0
4,Ge1K1S4Y1,0
140,Au1F4Na1,0
227,Mg1Se4Y2,0
62,Cd1F2,0
129,P2Pa1,1
62,O2Sn1,0
139,Be12Pd1,1
11,Mg1Zn2,1
166,O2Rb1Y1,0
139,Pt2Si1,1
167,Cd6Sb5,1
164,Ag2F1,1
62,Ca1Cd1Pt1,1
127,B2Nb3,1
189,Al1Mg1Y1,1
140,Cs9In1O4,1
