64,O3Rb2Ti1,0.4389905733039769,0.6492194674012856,4.68611770586829,9.693376068376068,0
194,O2Si1,0.3080352565355395,0.06093189964157706,5.029095116307392,16.41176470588235,0
221,Ag1Mg1,0.6596059302504225,5.5,1.521664008506114,0.18181818181818182,1
148,Ba2O6Sr1Te1,0.3039806915686412,0.32341004179852445,4.801677942972062,33.6840579710145,0
221,Pb1Te1,0.6087761674718196,0.5,1.6617582417582417,2.0,0
229,Zr1,1.5029239766081872,0,0.6653696498054474,0,1
225,Pt7Sb1,2.932297450424929,2.8333333333333335,0.4424357674104124,0.3529411764705882,1
166,B1,0.9946808510638298,0,1.0053475935828877,0,0
11,Na2O7Ti3,0.5371600423632275,0.556485666322314,4.765570271216979,9.85352564102564,0
11,B1C1Cl3La3,0.9361432931621227,6.447510822510823,2.155547374452173,3.4310897435897436,1
194,Cl3Rb1Ti1,0.5166338671572852,1.5500000000000003,3.538575340679403,5.431372549019608,1
225,Ge1Li1Mg2,0.6777639751552795,1.5741626794258372,1.5412655113393239,3.5428571428571427,1
62,F6W1,0.23901922018629107,0.2857142857142857,5.4769991015274035,3.5,0
139,Ca1P2Pd2,1.633057362507392,5.080392156862746,1.1704444955652684,1.8629298941798944,1
61,Ba2In2Se5,0.5758052011732562,0.537037037037037,2.0279018648288543,8.333333333333334,0
141,Al2Mg1,0.7829489951157018,0.9411764705882353,1.3090447097509483,1.0625,1
225,Ag2Cd1Mg1,0.6674130386010091,6.625,1.5023015780397038,0.7613636363636364,1
225,Cl6Cs2K1Sc1,0.3686044418695893,2.1966695476807834,4.0579451345755695,8.887698412698413,0
63,As3Nb4,0.8959183673469387,1.625,1.3595542020346012,0.6153846153846154,1
129,As1Ca1Rb1,0.49874999608884885,0.5703703703703703,2.3517898962863835,7.547619047619047,0
176,Ga1N3Sr3,0.6876804118383691,0.6672074235099446,1.4948752983933866,7.904761904761903,0
62,Cs2Ge1Te4,0.5077276964720946,0.8679306963059822,2.493663514186162,6.826530612244897,0
221,Cs1F3Hg1,0.28682335471183806,0.4050420168067227,4.869335589352116,10.626666666666669,0
221,Al1C1Ti3,1.3895075834273427,6.457142857142857,0.7688726608854405,0.7072463768115942,1
197,Al6O16S1Sr4,0.3855661709539742,0.4739971470889719,4.610818607674499,31.57939702988012,0
14,Al2Cl6O1Sn1,0.4158459618874639,1.0052134522648435,3.702096867587377,27.434126984126983,0
225,Cl6Rb2Se1,0.25508037444237136,0.4220354808590102,4.069231544469639,9.685185185185185,0
216,Po1Zn1,1.1055369751021926,2.0,1.0841836734693877,0.5,1
230,Al5O12Y3,0.5119299635723671,1.40414673046252,4.44615130026354,19.633769230769232,0
167,B1K1S2,0.4607493840571154,0.5083916083916085,2.9264215766184756,8.125,0
221,Zn1Zr1,1.0792211856285083,2.6666666666666665,1.09543992694354,0.375,1
31,B3Be2K1O7,0.42551910565099804,0.34277729763567943,4.41998001998002,57.52307692307692,0
