As2Cu2Ge2Ti2,0,"{'As': '2', 'Cu': '2', 'Ge': '2', 'Ti': '2', 'total_atoms': 8, 'no_elements': 4}",123.1233996,6.985470545,15.39042495,Tetragonal,4/mmm,"(3.646114, 3.646114, 9.261474)","(90.0, 90.0, 90.0)",-13.57155649,0,7.65256194,0.0011843,9.62E-06,0,FALSE,FALSE,FALSE,TRUE,mp-1078472
BaNi2O8V2,0,"{'Ba': 1, 'Ni': '2', 'O': '8', 'V': '2', 'total_atoms': 13, 'no_elements': 4}",172.8526608,4.655317099,13.29635852,Trigonal,-3,"(5.087756139414703, 5.0877656140248835, 8.251245191631442)","(107.9570020350079, 72.04335486240599, 120.00029637346624)",-7.750973118,0.0162,2.93330096,0,0,1,TRUE,FALSE,TRUE,FALSE,mp-18723
BaSn2,0,"{'Ba': 1, 'Sn': '2', 'total_atoms': 3, 'no_elements': 2}",108.5997014,5.730052896,36.19990047,Trigonal,-3m,"(4.7138255000000004, 4.713825173025032, 5.64353299)","(90.0, 90.0, 120.00000945253032)",-3.89700745,0,4.95386487,6.00E-07,5.52E-09,0,TRUE,FALSE,FALSE,TRUE,mp-567510
C4Ca2,0,"{'C': '4', 'Ca': '2', 'total_atoms': 6, 'no_elements': 2}",2689.163894,0.039580911,896.3879645,Monoclinic,2/m,"(14.995285480412202, 14.995285480412202, 13.847538644464223)","(75.59862463964501, 75.59862463964501, 64.64478435484612)",-2.86732851,2.4591,-4.91086435,3.80E-06,1.41E-09,1,FALSE,TRUE,TRUE,FALSE,mp-1061823
Ta2Se8I,1,"{'Ta': 2, 'Se': '8', 'I': 1, 'total_atoms': 11, 'no_elements': 3}",611.2177313,6.088178075,27.78262415,Orthorhombic,222,"(9.44931485499709, 9.44962846653432, 9.422233040141288)","(117.86823761014904, 118.0131106971331, 93.76309223684827)",-22.0625552,0.2872,2.88350056,0,0,0,TRUE,FALSE,FALSE,TRUE,mp-2748369
H2Li2O2,0,"{'H': '2', 'Li': '2', 'O': '2', 'total_atoms': 6, 'no_elements': 3}",52.04577266,1.528160775,8.674295443,Tetragonal,4/mmm,"(3.487371530855973, 3.487371530855973, 4.27946589)","(90.0, 90.0, 90.09073223482507)",-5.196262823,4.0057,-1.90379562,0,0,0,TRUE,TRUE,FALSE,FALSE,mp-23856
Ca2P6,0,"{'Ca': '2', 'P': '6', 'total_atoms': 8, 'no_elements': 2}",162.3427897,2.720792351,20.29284871,Triclinic,-1,"(5.592278942025307, 5.665255169207115, 5.6828139150561885)","(69.69359851089077, 79.74877842962185, 75.02800116120696)",-9.242041393,0.0049,5.94467808,0,0,0,TRUE,TRUE,FALSE,FALSE,mp-9122
Sn2Te2Zr2,0,"{'Sn': '2', 'Te': '2', 'Zr': '2', 'total_atoms': 6, 'no_elements': 3}",147.4795665,7.600895591,24.57992775,Tetragonal,4/mmm,"(4.09707926, 4.09707926, 8.78583658)","(90.0, 90.0, 90.0)",-25.09063389,0,7.98006427,1.00E-07,6.78E-10,0,TRUE,FALSE,FALSE,FALSE,mp-9289
Ag2N6,0,"{'Ag': '2', 'N': '6', 'total_atoms': 8, 'no_elements': 2}",102.3079173,4.865613228,12.78848966,Tetragonal,4/mmm,"(5.104494373506156, 5.104494373506156, 5.104494373506156)","(110.38819459457942, 110.38819459457942, 107.65243933443205)",-11.5405936,1.6315,1.94757792,4.01E-05,3.92E-07,0,FALSE,TRUE,FALSE,FALSE,mp-571297
Cu2Te6Ti2Tl2,0,"{'Cu': '2', 'Te': '6', 'Ti': '2', 'Tl': '2', 'total_atoms': 12, 'no_elements': 4}",336.2061434,6.900804584,28.01717862,Monoclinic,2/m,"(3.980349, 8.704829, 10.574621078571326)","(66.57953855645813, 90.0, 90.0)",-4.640324464,0.0179,5.719918,0.0009544,2.84E-06,0,TRUE,FALSE,FALSE,FALSE,mp-9344
TaIrTe4,1,"{'Ta': 1, 'Ir': 1, 'Te': '4', 'total_atoms': 6, 'no_elements': 3}",676.7957633,8.671413627,28.19982347,Orthorhombic,mm2,"(3.8080487400000003, 12.60487678, 14.0999161)","(90.0, 90.0, 90.0)",-6.192842178,0,6.25455938,4.00E-07,5.91E-10,0,TRUE,FALSE,FALSE,FALSE,mp-17287
Al2Ge4Sr3,0,"{'Al': '2', 'Ge': '4', 'Sr': '3', 'total_atoms': 9, 'no_elements': 3}",220.9972787,4.563781663,24.55525319,Monoclinic,2/m,"(4.1790902, 6.695128129791307, 8.871764476005746)","(109.36607553041247, 90.00000006475801, 108.18578764668446)",-3.951368661,0,4.62565478,0,0,0,TRUE,FALSE,FALSE,FALSE,mp-571216
HgCr2Se4,1,"{'Hg': 1, 'Cr': '2', 'Se': '4', 'total_atoms': 7, 'no_elements': 3}",318.2895297,6.473573303,22.7349664,Cubic,m-3m,"(7.663795842701401, 7.663855621614778, 7.663841967401302)","(59.999614304248105, 60.00012736454366, 60.000126723198946)",-5.521953367,0,3.23432529,11.9855246,0.037656044,1,TRUE,FALSE,TRUE,FALSE,mp-5602
As4Nb2,0,"{'As': '4', 'Nb': '2', 'total_atoms': 6, 'no_elements': 2}",110.0005343,7.328967328,18.33342238,Monoclinic,2/m,"(3.424866575727478, 4.998146406081327, 7.09975189991928)","(78.90553485818428, 76.0428447283499, 69.96379472807165)",-6.999606993,0,5.90971688,0,0,0,TRUE,FALSE,FALSE,FALSE,mp-7598
As2Cu2Ge2Hf2,0,"{'As': '2', 'Cu': '2', 'Ge': '2', 'Hf': '2', 'total_atoms': 8, 'no_elements': 4}",132.3066142,9.779436031,16.53832678,Tetragonal,4/mmm,"(3.732924, 3.732924, 9.494744)","(90.0, 90.0, 90.0)",-6.337108495,0,7.31558132,3.53E-05,2.67E-07,0,TRUE,FALSE,FALSE,TRUE,mp-1080723
Al2F8N2,0,"{'Al': '2', 'F': '8', 'N': '2', 'total_atoms': 12, 'no_elements': 3}",81.48280834,2.383974464,13.58046806,Tetragonal,4/mmm,"(3.630271999999999, 3.630271999999999, 6.182835)","(90.0, 90.0, 90.0)",-4.979454055,0,-2.10648267,1.999145,0.024534562,3,FALSE,FALSE,TRUE,FALSE,mp-1077280
Al4Ba,0,"{'Al': '4', 'Ba': 1, 'total_atoms': 5, 'no_elements': 2}",118.22685,3.444669668,23.64537,Tetragonal,4/mmm,"(4.5632880921036785, 4.563288523125402, 6.530411027873168)","(110.44984566274537, 110.44985304903201, 90.0000076751937)",-3.621437192,0,5.12808595,1.00E-07,8.46E-10,0,TRUE,FALSE,FALSE,FALSE,mp-1903
Co2MnGa,1,"{'Co': '2', 'Mn': 1, 'Ga': 1, 'total_atoms': 4, 'no_elements': 3}",45.7855239,8.795930378,11.44638097,Cubic,m-3m,"(4.015574411555809, 4.0155747620892495, 4.01557501)","(60.00000627798265, 60.00000339033845, 60.00000519543113)",-6.84443342,0,5.49199171,4.4203873,0.096545522,2,TRUE,FALSE,TRUE,FALSE,mp-21171
