Ac,0.3333333333333333
Ag,0.696113074204947
Al,0.8463541666666666
Ar,0.5
As,0.4641975308641975
Au,1.972027972027972
B,1.0
Ba,0.49287169042769857
Be,0.6228070175438597
Bi,0.7046263345195729
Br,0.20394736842105263
C,1.1666666666666667
Ca,0.7543859649122807
Cd,0.6587301587301587
Ce,0.08823529411764706
Cl,0.22304832713754646
Co,0.12121212121212122
Cr,0.0625
Cs,0.21940928270042195
Cu,2.0
Eu,2.0
F,0.16257668711656442
Fe,0.03508771929824561
Ga,0.9625468164794008
Gd,0.14705882352941177
Ge,0.8661616161616161
He,0.16666666666666666
Hf,2.0
Hg,0.7091836734693877
I,0.1925287356321839
In,1.0422535211267605
Ir,0.075
K,0.24705882352941178
Kr,0.3333333333333333
La,1.4622222222222223
Li,0.5391304347826087
Lu,2.0126582278481013
Mg,0.6268115942028986
Mn,0.16417910447761194
Mo,1.4615384615384615
N,0.6258992805755396
Na,0.24610051993067592
Nb,1.1030042918454936
Ni,0.03260869565217391
O,0.14891774891774892
P,0.47715736040609136
Pa,2.5714285714285716
Pb,0.6764705882352942
Pd,3.3092105263157894
Po,1.5555555555555556
Pr,0.07894736842105263
Pt,2.707792207792208
Ra,0.25
Rb,0.27247191011235955
Re,2.046153846153846
Rf,3.0
Rn,0.5
S,0.2985257985257985
Sb,0.7337110481586402
Sc,1.6936936936936937
Se,0.4014084507042254
Si,0.6046099290780141
Sn,0.9050445103857567
Sr,0.6388140161725068
Ta,0.9184782608695652
Te,0.5275229357798165
Th,1.7794117647058822
Ti,1.4343891402714932
Tl,0.5381818181818182
U,2.226086956521739
V,0.10344827586206896
W,0.6764705882352942
Xe,0.1
Y,1.2864077669902914
Zn,0.6555183946488294
Zr,1.5087719298245614
