102,K2O7Zn6,0
5,Nb1S2,1
1,Rb1Sb1Se2,0
161,Ga1I2,0
198,Rb3Sb1Se3,0
33,Hg5I6Sb2,0
214,Ag3Au1Se2,0
92,Ge1O2,0
150,Ba3Ga2Ge4O14,0
36,Ge6Y4Zn5,1
19,Rb1Sb1,0
143,Ba1Ge4O9,0
143,S1,0
152,Cd1Te1,0
5,As2Na1O7Sc1,0
33,O2Sb1,0
19,S17Sb6Sr6,0
36,Bi2Ca1O9Ta2,0
1,Ga2O11Te4,0
160,Ga1Mo4Se8,1
160,B1N1,0
198,Pt1Sb1Se1,1
161,Cd1Cl6K1Rb3,0
19,Ba1Ge1O4Pb1,0
146,S1Tl2,0
44,Au1Ca1Sn1,1
31,I2Zr1,0
31,Hg1O4S1,0
107,Ba1C1Si1,0
92,Al1K1O2,0
186,Ag1Lu1Sn1,1
107,Al3Au1La1,1
33,Na1O3Ta1,0
186,Hg1Sn1Sr1,1
76,Cs4Ge9,0
36,Mo1P2,0
4,Ca1Ge2Pt2,0
144,F4K1Y1,0
198,Pd1Sb1Te1,1
38,O8U3,0
5,Pb3Pd5,1
156,Cd1Ga1In1S4,0
198,Cs1F7Xe1,0
1,Cl7N2Sb1Se3,0
43,In1Sr1,0
198,Br1Na1O3,0
159,Al3C5Zr2,1
157,Au1Cd1,1
146,Mg9Sn5,0
156,Li1Mo3O8Sc1,0
36,Pb1S1,0
5,Pb1S1,0
182,F3La1,0
161,Ag2Nb4O11,0
19,Cd1Cs2Se8Sn3,0
91,O4Ti1Zn2,0
146,K2O9Si3Ti1,0
186,Li1Sb1Sn1,1
186,As1Hg3I1Se4,0
19,Cs2Hg1Se8Sn3,0
46,Ca2Ga2O5,0
6,Mo8P5,1
161,Al1Bi1O3,0
213,Ag3Au1S2,1
4,Ca1O3Te1,0
109,P1Ta1,1
161,B2Ba1O6Zr1,0
31,Ag2I4Zn1,0
31,C1Ga1N1Si1,0
36,Bi2O9Sr1Ta2,0
5,O5Ta2,0
107,Ba1Ge3Pt1,1
4,Au1Br1F6,0
19,Bi1Cl1O3Se1,0
19,Li3P7,0
19,F1I1O2,0
19,F4Se1,0
107,Au1Si3Sr1,1
180,Si2W1,0
8,N2Re1,0
92,Hf5Si4,1
97,I1Se8Ta2,1
159,Ag1Ba7Ga5Se15,0
33,As1Li3S3,0
33,Br2C1Se4,0
39,La1S1,1
5,Ga1Nb1O4,0
5,Na4O9Si3Sr1,0
43,F4Pd1,0
19,As1O5Sb1,0
36,Bi1Pb1Pd2,0
213,Ba6Si25,1
80,Cs5N10Na1W4,0
160,Nb1Se2,1
36,Cl1N3,0
159,Ba3Mo1N4,0
146,As1Li1O4Zn1,0
198,O4Sn1W1,0
186,Li1Lu1Sn1,1
198,N11Na3P6,0
19,Cd1Cs2Ge3Se8,0
20,O2Si1,0
186,Cl1In1K6Te4,0
173,La1O3Tl1,0
19,Na4Sn1Te4,0
19,Cs1Sb1,0
1,O4Se1Te1,0
5,Pb3Pd5,0
36,As1Li1O4Rb2,0
29,F2I1K1O2,0
156,Cd1S2Tl1,1
161,Ag1O3Ta1,0
160,Cd4K6Se13Sn3,0
186,I7Nb3Te1,0
160,I3S24Sb1,0
160,I1K1O3,0
214,As1I3La3,0
160,C1Na4O4,0
76,O3Pb1Te1,0
33,Na2O3S2,0
150,Ga3O14Si2Sr3Ta1,0
159,O1Ti6,0
33,Al1F6Li3,0
38,Re8Sc5Si12,1
186,Pd1Sn1U1,0
46,Ba2In2O5,0
96,O2Te1,0
157,Ag5O6Pb2,1
43,Ga2Ge1S6Sn1,0
36,Pd2Sb1,1
150,F6Na2Th1,0
198,Br6Hg7P4Sn1,0
146,In1Mg3,0
19,Br4In1Na1,0
186,Au1Sn1Y1,1
5,As1Pd5,0
96,P2Zn1,0
161,B7Cl1O13Zn3,0
173,F10Na1Sb3,0
33,I1Li1O3,0
19,As1Cl3F6S1,0
1,B3Bi1O6,0
152,B1F4Li1,0
198,Bi1Rb3Se3,0
33,Hg2O5Te1,0
33,I1Na1O3,0
31,Cd1Li2S4Sn1,0
198,F2Pd1,1
36,Cs2O3Pb1,0
159,Bi2O3,0
36,K2S3,0
25,Si1Ti1,1
161,Ge1O3Zn1,0
180,Mo1Sn2,1
160,Ga1Mo4S8,1
19,Br1N1O3,0
109,Ga2Se2Te1,0
161,Bi1Cs2Mo3Na1O12,0
186,Ba4Br6O1,0
154,Hg1O2Sr1,0
43,Cl12Mo1Se2,0
107,Ge1P1,1
19,C2F5O4Rb1Sb2,0
149,O1Ti3,0
107,Pd1Sn3Sr1,0
109,Al1Ge1La1,1
4,Br5Re1Te3,0
44,Ba1N8Si6,0
4,Bi1In1S3,0
33,N2Si1Zn1,0
154,S1,0
31,C1Li4O4,0
160,Al1Mo4S8,1
104,Ba5Bi5In4,1
198,Bi1K3Se3,0
198,Hf1Sb1,1
186,B1N1,0
4,As1Cs1F4,0
4,As1S2,0
107,Ba1Pd1Si3,0
19,Ag1Cs1Se4,0
19,K2S5,0
152,Be1F2,0
186,La7Pt3,1
109,P1Ta1,0
36,Al2Ba1N4O4Si3,0
36,N1Na5O4W1,0
5,Ge4O9Pb1,0
33,Cl4Ga1Hg2Sb1,0
36,P2W1,0
4,Br4K2Zn1,0
161,Li1O3Re1,1
33,La1S2,0
19,Bi1Se3Sr1,0
160,Ag1C1N1,0
155,O2Si1,0
92,Pr5Si4,1
160,K1S2Ti1,1
36,Cs2F3Li1,0
31,Ag3P1Se4,0
5,Br2Nb1O1,0
186,Au1Sn1U1,1
