Ac,0.3333333333333333
Ag,0.6996466431095406
Al,0.8646408839779005
Ar,0.5
As,0.48412698412698413
Au,1.965034965034965
B,0.9946808510638298
Ba,0.4847250509164969
Be,0.631578947368421
Bi,0.7089552238805971
Br,0.20394736842105263
C,1.1666666666666667
Ca,0.7368421052631579
Cd,0.6507936507936508
Cl,0.22304832713754646
Cs,0.22151898734177214
F,0.16257668711656442
Ga,1.0160642570281124
Ge,0.9371428571428572
He,0.16666666666666666
Hf,2.0
Hg,0.7248677248677249
I,0.19476744186046513
In,1.0892193308550187
K,0.24705882352941178
Kr,0.3333333333333333
La,1.5528846153846154
Li,0.5347826086956522
Lu,2.0126582278481013
Mg,0.6195652173913043
Mo,1.49079754601227
N,0.6282973621103117
Na,0.24610051993067592
Nb,1.2047619047619047
O,0.14821272885789014
P,0.5168539325842697
Pa,2.5714285714285716
Pb,0.674074074074074
Pd,3.1973684210526314
Po,1.5555555555555556
Pr,1.0
Pt,3.248
Ra,0.25
Rb,0.2752808988764045
Re,1.9692307692307693
Rf,3.0
Rn,0.5
S,0.30062893081761005
Sb,0.7223796033994334
Sc,1.6576576576576576
Se,0.40687160940325495
Si,0.6276803118908382
Sn,0.9426751592356688
Sr,0.6376021798365122
Ta,1.0123456790123457
Te,0.5434782608695652
Th,1.7794117647058822
Ti,1.638743455497382
Tl,0.5381818181818182
U,2.226086956521739
W,0.6976744186046512
Xe,0.1
Y,1.3789473684210527
Zn,0.6555183946488294
Zr,1.5029239766081872
